id,entrada_canonica,variantes,grafias_alternativas,tipo_de_entrada,tipo_morfologico,origem,forma_original,transliteracao,significado_nuclear,significados_contextuais,significado_literal,definicao_medica,categoria_semantica,sistema,subarea,disciplinas,produtividade,frequencia_curricular,transferibilidade,risco_de_confusao,prioridade,nivel,exemplos,termos_de_inferencia,contrastes,sinonimos,falsos_amigos,equivalente_grego,equivalente_latino,equivalente_ingles,explicacao_leiga,limites_etimologicos,fonte,confianca,status_validacao,destino_pedagogico,nota_que_cobre,gera_card,direcao_do_card,numero_de_cards,conceito_complementar,id_anki,tags,observacoes
etim-v2-pre-pos-post,pós-/post-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,depois,,depois,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,pós-natal,,,,,,,,depois,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-pos-post,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-pos-post;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-pre-pre,pré-/pre-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,antes,,antes,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,pré-natal,,,,,,,,antes,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-pre-pre,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-pre-pre;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-pro,pro-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,adiante,,adiante,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,prognóstico,,,,,,,,adiante,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-pro,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-pro;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-retro,retro-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,para trás,,para trás,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,retroperitoneal,,,,,,,,para trás,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-retro,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-retro;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-sub,sub-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,abaixo,,abaixo,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,subcutâneo,,,,,,,,abaixo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-sub,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-sub;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-supra,supra-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,acima,,acima,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,suprarrenal,,,,,,,,acima,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-supra,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-supra;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-super,super-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,acima ou excesso,,acima ou excesso,,prefixo,transversal,,transversal,3,3,2,1,25,nucleo,superfície,,,,,,,,acima ou excesso,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-super,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-super;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-trans,trans-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,através,,através,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,transdérmico,,,,,,,,através,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-trans,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-trans;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-ultra,ultra-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,além,,além,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,ultrassom,,,,,,,,além,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-ultra,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-ultra;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-ventro,ventro-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,ventral,,ventral,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,ventrolateral,,,,,,,,ventral,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-ventro,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-ventro;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-dorso,dorso-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,dorsal,,dorsal,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,dorsolateral,,,,,,,,dorsal,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-dorso,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-dorso;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-cranio,cranio-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,cranial,,cranial,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,craniocaudal,,,,,,,,cranial,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-cranio,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-cranio;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-caudo,caudo-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,caudal,,caudal,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,caudolateral,,,,,,,,caudal,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-caudo,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-caudo;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-rostro,rostro-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,rostral,,rostral,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,rostrocaudal,,,,,,,,rostral,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-rostro,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-rostro;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-medio,medio-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,medial,,medial,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,mediolateral,,,,,,,,medial,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-medio,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-medio;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-latero,latero-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,lateral,,lateral,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,lateroflexão,,,,,,,,lateral,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-latero,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-latero;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-mono,mono-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,um,,um,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,monócito,,,,,,,,um,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-mono,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-mono;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-uni,uni-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,um,,um,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,unilateral,,,,,,,,um,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-uni,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-uni;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-bi,bi-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,dois,,dois,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,bilateral,,,,,,,,dois,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-bi,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-bi;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-di,di-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,dois,,dois,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,dímero,,,,,,,,dois,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-di,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-di;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-diplo,diplo-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,duplo,,duplo,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,diploide,,,,,,,,duplo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-diplo,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-diplo;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-tri,tri-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,três,,três,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,tríceps,,,,,,,,três,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-tri,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-tri;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-tetra,tetra-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,quatro,,quatro,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,tetraplegia,,,,,,,,quatro,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-tetra,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-tetra;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-quadri,quadri-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,quatro,,quatro,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,quadríceps,,,,,,,,quatro,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-quadri,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-quadri;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-penta,penta-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,cinco,,cinco,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,pentose,,,,,,,,cinco,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-penta,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-penta;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-hexa,hexa-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,seis,,seis,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,hexose,,,,,,,,seis,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-hexa,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-hexa;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-hemi,hemi-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,metade,,metade,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,hemiplegia,,,,,,,,metade,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-hemi,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-hemi;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-semi,semi-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,metade ou parcial,,metade ou parcial,,prefixo,transversal,,transversal,3,3,2,1,25,nucleo,semilunar,,,,,,,,metade ou parcial,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-semi,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-semi;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-multi,multi-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,muitos,,muitos,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,multípara,,,,,,,,muitos,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-multi,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-multi;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-pluri,pluri-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,vários,,vários,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,pluripotente,,,,,,,,vários,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-pluri,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-pluri;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-poli,poli-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,muitos,,muitos,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,poliúria,,,,,,,,muitos,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-poli,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-poli;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-oligo,oligo-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,poucos,,poucos,,prefixo,transversal,,transversal,3,3,2,1,25,nucleo,oligúria,,,,,,,,poucos,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-oligo,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-oligo;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-pan,pan-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,todo,,todo,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,pancitopenia,,,,,,,,todo,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-pan,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-pan;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-holo,holo-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,inteiro,,inteiro,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,holócrino,,,,,,,,inteiro,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-holo,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-holo;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-iso,iso-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,igual,,igual,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,isotônico,,,,,,,,igual,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-iso,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-iso;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-homo,homo-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,igual,,igual,,prefixo,transversal,,transversal,3,3,2,0,23,nucleo,homozigoto,,,,,,,,igual,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-homo,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-homo;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
etim-v2-pre-homeo,homeo-,,,morfema,prefixo,greco-latina; confirmar étimo apenas quando necessário,,,semelhante ou estável,,semelhante ou estável,,prefixo,transversal,,transversal,3,3,2,1,25,nucleo,homeostase,,,,,,,,semelhante ou estável,A forma sugere sentido; não fecha diagnóstico.,"OpenRN Medical Terminology 2e, cap. 1, NCBI Bookshelf NBK607453 (CC BY 4.0); OpenRN Medical Terminology 2e, NCBI Bookshelf NBK607454 (CC BY 4.0); Prompt mestre do usuário, corpus-base de terminologia médica, 2026-07-17",alta,candidato_validado_automaticamente,card_proprio,etim-v2-pre-homeo,sim,reconhecimento,1,,,etim_uid::etim-v2-pre-homeo;terminologia::nivel::nucleo;terminologia::tipo::prefixo,Texto PT-BR; forma citada preservada.
